State,Year,Energy_type,Generation_MU,Capacity_MW,Potential_MW,Avg_Generation_MW,CUF,Potential_Capacity_Gap_MW,Generation_Potential_Utilization
Tamil Nadu,2020,Wind,"15,914.94","9,308.64","68,750.00",1816.774087,0.1951707324,"59,441.36",2.64%
Gujarat,2020,Wind,"15,216.27","7,491.52","142,560.00",1737.017009,0.2318644293,"135,068.48",1.22%
Tamil Nadu,2019,Wind,"13,641.57","8,973.21",0.00,1557.257192,0.173545163,"-8,973.21",0.00%
Tamil Nadu,2018,Wind,"13,426.04","8,201.39",0.00,1532.652968,0.1868772206,"-8,201.39",0.00%
Tamil Nadu,2017,Wind,"13,066.35","7,865.76",0.00,1491.592922,0.1896311256,"-7,865.76",0.00%
Gujarat,2019,Wind,"12,060.60","6,073.07",0.00,1376.780251,0.2267025164,"-6,073.07",0.00%
Karnataka,2020,Solar,"11,473.05","7,277.93","24,700.00",1309.708904,0.1799562381,"17,422.07",5.30%
Gujarat,2018,Wind,"10,493.93","5,613.42",0.00,1197.937557,0.2134060087,"-5,613.42",0.00%
Karnataka,2020,Wind,"10,259.62","4,790.60","124,155.00",1171.188927,0.2444764595,"119,364.40",0.94%
Karnataka,2019,Wind,"9,924.08","4,694.90",0.00,1132.885845,0.2413013791,"-4,694.90",0.00%
Andhra Pradesh,2019,Wind,"8,883.44","4,090.45",0.00,1014.091667,0.2479168959,"-4,090.45",0.00%
Tamil Nadu,2015,Wind,"8,783.79","7,459.39",0.00,1002.715639,0.1344232758,"-7,459.39",0.00%
Gujarat,2017,Wind,"8,634.76","5,340.62",0.00,985.7033105,0.1845672058,"-5,340.62",0.00%
Maharashtra,2020,Wind,"8,472.78","5,000.33","98,213.00",967.2123288,0.1934296994,"93,212.67",0.98%
Tamil Nadu,2016,Wind,"8,277.46","7,618.19","33,799.64",944.9157534,0.1240341542,"26,181.45",2.80%
Tamil Nadu,2014,Wind,"8,178.71","7,269.50",0.00,933.6424658,0.1284328311,"-7,269.50",0.00%
Rajasthan,2020,Solar,"8,049.61","5,137.91","142,310.00",918.9049087,0.1788479963,"137,172.09",0.65%
Maharashtra,2019,Wind,"8,042.01","4,794.13",0.00,918.0380137,0.1914920984,"-4,794.13",0.00%
Tamil Nadu,2013,Wind,"7,999.79","7,162.18",0.00,913.2179224,0.127505581,"-7,162.18",0.00%
Karnataka,2019,Solar,"7,656.78","6,095.56","24,700.00",874.061758,0.1433931842,"18,604.44",3.54%
Andhra Pradesh,2020,Wind,"7,653.95","4,092.45","74,906.00",873.7386986,0.2135001524,"70,813.55",1.17%
Maharashtra,2017,Wind,"7,622.93","4,771.33",0.00,870.1974886,0.1823804869,"-4,771.33",0.00%
Karnataka,2018,Wind,"7,488.46","4,509.40",0.00,854.8472603,0.189570067,"-4,509.40",0.00%
Gujarat,2016,Wind,"7,297.64","3,948.62","84,430.51",833.0641553,0.2109760259,"80,481.89",0.99%
Maharashtra,2018,Wind,"6,687.75","4,783.93",0.00,763.4417808,0.1595846471,"-4,783.93",0.00%
Tamil Nadu,2012,Wind,"6,674.97","6,987.58",0.00,761.9828767,0.1090481793,"-6,987.58",0.00%
Gujarat,2015,Wind,"6,651.64","3,556.22",0.00,759.319863,0.2135188101,"-3,556.22",0.00%
Rajasthan,2019,Wind,"6,458.16","4,299.72",0.00,737.2327626,0.1714606445,"-4,299.72",0.00%
Andhra Pradesh,2018,Wind,"6,358.78","3,966.95",0.00,725.8884703,0.1829840231,"-3,966.95",0.00%
Telangana,2019,Solar,"6,354.26","3,592.09","20,410.00",725.3724886,0.2019360563,"16,817.91",3.55%
Telangana,2020,Solar,"6,335.39","3,620.75","20,410.00",723.2184932,0.199742731,"16,789.25",3.54%
Rajasthan,2020,Wind,"6,271.31","4,299.72","127,756.00",715.9030822,0.1664999307,"123,456.28",0.56%
Maharashtra,2016,Wind,"6,257.32","4,653.78","45,394.34",714.3057078,0.1534893587,"40,740.56",1.57%
Tamil Nadu,2011,Wind,"6,197.49","5,904.12",0.00,707.4762557,0.1198275536,"-5,904.12",0.00%
Karnataka,2017,Wind,"6,089.30","3,751.40",0.00,695.1260274,0.1852977628,"-3,751.40",0.00%
Gujarat,2014,Wind,"5,994.34","3,454.30",0.00,684.2850457,0.1980965885,"-3,454.30",0.00%
Maharashtra,2015,Wind,"5,982.85","4,445.93",0.00,682.9738584,0.1536177714,"-4,445.93",0.00%
Andhra Pradesh,2020,Solar,"5,876.56","3,610.02","38,440.00",670.8396119,0.1858271178,"34,829.98",1.75%
Rajasthan,2018,Wind,"5,822.91","4,297.72",0.00,664.7160959,0.1546671481,"-4,297.72",0.00%
Rajasthan,2017,Wind,"5,706.44","4,281.72",0.00,651.4205479,0.1521399223,"-4,281.72",0.00%
Maharashtra,2014,Wind,"5,528.36","4,100.40",0.00,631.0916667,0.1539097812,"-4,100.40",0.00%
Gujarat,2013,Wind,"5,518.14","3,174.58",0.00,629.9243151,0.1984276078,"-3,174.58",0.00%
Madhya Pradesh,2019,Wind,"5,467.45","2,519.89",0.00,624.1376712,0.2476844907,"-2,519.89",0.00%
Tamil Nadu,2020,Solar,"5,291.60","3,915.88","17,670.00",604.0639269,0.154260071,"13,754.12",3.42%
Rajasthan,2019,Solar,"5,187.76","3,226.79","142,310.00",592.2101598,0.1835291915,"139,083.21",0.42%
Tamil Nadu,2010,Wind,"5,155.98","4,906.72",0.00,588.5826484,0.1199543989,"-4,906.72",0.00%
Andhra Pradesh,2019,Solar,"5,002.87","3,085.68","38,440.00",571.1037671,0.185081981,"35,354.32",1.49%
Madhya Pradesh,2020,Wind,"4,929.94","2,519.89","15,404.00",562.7788813,0.2233347016,"12,884.11",3.65%
Karnataka,2016,Wind,"4,826.67","2,869.10","55,857.35",550.9896119,0.1920426656,"52,988.25",0.99%
Gujarat,2012,Wind,"4,785.80","2,966.28",0.00,546.3237443,0.1841780763,"-2,966.28",0.00%
Rajasthan,2016,Wind,"4,712.38","3,994.02","18,770.49",537.9426941,0.1346870306,"14,776.47",2.87%
Tamil Nadu,2009,Wind,"4,540.79","4,304.50",0.00,518.3545662,0.120421551,"-4,304.50",0.00%
Karnataka,2015,Wind,"4,440.34","2,638.20",0.00,506.8877854,0.1921339494,"-2,638.20",0.00%
Andaman And Nicobar Islands,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2018,Wind,"4,231.91","2,519.89",0.00,483.0944064,0.1917124979,"-2,519.89",0.00%
Andhra Pradesh,2018,Solar,"4,089.17","2,195.46","3,840.00",466.7998858,0.2126205378,"1,644.54",12.16%
Maharashtra,2013,Wind,"4,082.02","3,021.85",0.00,465.9836758,0.1542047672,"-3,021.85",0.00%
Telangana,2018,Solar,"4,034.97","3,291.25","20,410.00",460.6130137,0.1399507827,"17,118.75",2.26%
Tamil Nadu,2008,Wind,"3,961.41","3,873.40",0.00,452.2159817,0.1167491046,"-3,873.40",0.00%
Andaman And Nicobar Islands,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2018,Solar,"3,933.38","2,332.77","142,310.00",449.0164384,0.1924820871,"139,977.23",0.32%
Karnataka,2014,Wind,"3,904.34","2,318.20",0.00,445.7009132,0.1922616311,"-2,318.20",0.00%
Rajasthan,2015,Wind,"3,892.27","3,308.52",0.00,444.3232877,0.1342966909,"-3,308.52",0.00%
Tamil Nadu,2019,Solar,"3,851.31","2,575.22","17,670.00",439.6468037,0.1707220368,"15,094.78",2.49%
Andaman And Nicobar Islands,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Gujarat,2020,Solar,"3,707.00","2,948.37","35,770.00",423.1734018,0.143527916,"32,821.63",1.18%
Andaman And Nicobar Islands,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Gujarat,2011,Wind,"3,615.77","2,176.43",0.00,412.7593607,0.1896497295,"-2,176.43",0.00%
Madhya Pradesh,2017,Wind,"3,607.88","2,497.79",0.00,411.858105,0.1648890039,"-2,497.79",0.00%
Karnataka,2013,Wind,"3,607.35","2,135.15",0.00,411.7984018,0.1928662632,"-2,135.15",0.00%
Maharashtra,2012,Wind,"3,594.95","2,733.30",0.00,410.3828767,0.1501419078,"-2,733.30",0.00%
Andaman And Nicobar Islands,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2020,Solar,"3,505.97","2,258.46","61,660.00",400.2243151,0.1772111594,"59,401.54",0.65%
Andaman And Nicobar Islands,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2014,Wind,"3,283.92","2,784.90",0.00,374.8771689,0.1346106391,"-2,784.90",0.00%
Karnataka,2012,Wind,"3,233.30","1,933.50",0.00,369.0986301,0.1908966279,"-1,933.50",0.00%
Andhra Pradesh,2017,Wind,"3,192.47","3,618.85",0.00,364.4371005,0.1007052242,"-3,618.85",0.00%
Rajasthan,2013,Wind,"3,141.61","2,684.65",0.00,358.6311644,0.1335858173,"-2,684.65",0.00%
Gujarat,2010,Wind,"3,115.11","1,863.63",0.00,355.6061644,0.1908137154,"-1,863.63",0.00%
Andaman And Nicobar Islands,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2011,Wind,"3,057.21","2,316.75",0.00,348.9964612,0.1506405357,"-2,316.75",0.00%
Andaman And Nicobar Islands,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2019,Solar,"2,988.99","1,840.16","61,660.00",341.2089041,0.185423498,"59,819.84",0.55%
Tamil Nadu,2018,Solar,"2,942.84","1,908.57","17,670.00",335.9409817,0.1760171132,"15,761.43",1.90%
Andaman And Nicobar Islands,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Karnataka,2011,Wind,"2,898.48","1,726.85",0.00,330.8770548,0.1916072935,"-1,726.85",0.00%
Maharashtra,2020,Solar,"2,883.53","1,801.80","64,320.00",329.1697489,0.1826893933,"62,518.20",0.51%
Maharashtra,2010,Wind,"2,738.85","2,077.75",0.00,312.653653,0.1504770319,"-2,077.75",0.00%
Andaman And Nicobar Islands,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andhra Pradesh,2018,Biomass,0.00,0.00,738.00,0,0,738.00,0.00%
Andhra Pradesh,2015,Biomass,0.00,0.00,578.00,0,0,578.00,0.00%
Andhra Pradesh,2017,Biomass,0.00,0.00,578.00,0,0,578.00,0.00%
Andhra Pradesh,2019,Biomass,0.00,0.00,578.00,0,0,578.00,0.00%
Gujarat,2009,Wind,"2,604.01","1,566.50",0.00,297.2615297,0.1897615893,"-1,566.50",0.00%
Maharashtra,2009,Wind,"2,563.60","1,938.90",0.00,292.6478311,0.1509349791,"-1,938.90",0.00%
Andhra Pradesh,2020,Biomass,0.00,0.00,578.00,0,0,578.00,0.00%
Andhra Pradesh,2013,Biomass,699.28,0.00,0.00,79.82682648,0,0,0.00%
Karnataka,2010,Wind,"2,473.65","1,472.80",0.00,282.3796804,0.191729821,"-1,472.80",0.00%
Gujarat,2019,Solar,"2,469.24","2,440.13","35,770.00",281.8761416,0.1155168542,"33,329.87",0.79%
Karnataka,2018,Solar,"2,455.62","4,944.12","24,700.00",280.3221461,0.05669808704,"19,755.88",1.13%
Rajasthan,2012,Wind,"2,419.62","2,070.65",0.00,276.2123288,0.1333940206,"-2,070.65",0.00%
Andhra Pradesh,2014,Biomass,699.28,0.00,0.00,79.82682648,0,0,0.00%
Maharashtra,2008,Wind,"2,323.60","1,755.90",0.00,265.2505708,0.1510624584,"-1,755.90",0.00%
Himachal Pradesh,2019,Small Hydro,"2,287.93",860.61,"2,398.00",261.1789954,0.3034812464,"1,537.39",10.89%
Maharashtra,2019,Solar,"2,268.18","1,633.54","64,320.00",258.9243151,0.1585050351,"62,686.46",0.40%
Madhya Pradesh,2018,Solar,"2,252.07","1,305.35","61,660.00",257.0856164,0.1969476512,"60,354.65",0.42%
Andhra Pradesh,2015,Biomass,699.28,0.00,0.00,79.82682648,0,0,0.00%
Karnataka,2009,Wind,"2,240.92","1,327.40",0.00,255.8128995,0.1927172665,"-1,327.40",0.00%
Rajasthan,2017,Solar,"2,188.57","1,812.93","142,310.00",249.8364155,0.1378080872,"140,497.07",0.18%
Himachal Pradesh,2020,Small Hydro,"2,155.58",911.51,"3,460.00",246.0707763,0.2699594917,"2,548.49",7.11%
Andhra Pradesh,2016,Biomass,699.28,0.00,0.00,79.82682648,0,0,0.00%
Gujarat,2008,Wind,"2,106.25","1,252.90",0.00,240.4393836,0.1919062843,"-1,252.90",0.00%
Andhra Pradesh,2010,Biomass,667.14,0.00,0.00,76.15787671,0,0,0.00%
Andhra Pradesh,2011,Biomass,667.14,0.00,0.00,76.15787671,0,0,0.00%
Gujarat,2018,Solar,"2,048.40","1,588.00","35,770.00",233.8356164,0.1472516476,"34,182.00",0.65%
Andhra Pradesh,2012,Biomass,667.14,0.00,0.00,76.15787671,0,0,0.00%
Rajasthan,2011,Wind,"2,018.01","1,525.00",0.00,230.3665525,0.1510600344,"-1,525.00",0.00%
Andhra Pradesh,2016,Wind,"2,015.67","1,431.40","44,228.60",230.0994292,0.1607513129,"42,797.20",0.52%
Himachal Pradesh,2017,Small Hydro,"2,015.58",831.81,"2,398.00",230.0890411,0.276612497,"1,566.19",9.60%
Andhra Pradesh,2009,Biomass,630.96,0.00,0.00,72.02762557,0,0,0.00%
Andhra Pradesh,2017,Solar,"1,944.05","1,867.23","38,440.00",221.9237443,0.1188518524,"36,572.77",0.58%
Himachal Pradesh,2016,Small Hydro,"1,921.77",793.31,0.00,219.380137,0.2765377179,-793.31,0.00%
Tamil Nadu,2017,Solar,"1,912.85","1,750.14","17,670.00",218.3613014,0.1247679051,"15,919.86",1.24%
Himachal Pradesh,2018,Small Hydro,"1,903.05",853.11,"3,460.00",217.2431507,0.2546484635,"2,606.89",6.28%
Karnataka,2020,Small Hydro,"1,901.91","1,280.73","3,726.00",217.1127854,0.1695226827,"2,445.27",5.83%
Andhra Pradesh,2008,Biomass,613.88,0.00,0.00,70.07785388,0,0,0.00%
Karnataka,2019,Small Hydro,"1,803.09","1,254.73","4,141.00",205.8318493,0.1640447342,"2,886.27",4.97%
Rajasthan,2016,Solar,"1,777.20","1,269.93",0.00,202.8771689,0.1597543561,"-1,269.93",0.00%
Himachal Pradesh,2015,Small Hydro,"1,753.65",723.91,"2,398.00",200.1884703,0.2765377883,"1,674.09",8.35%
Gujarat,2017,Solar,"1,738.28","1,249.37","35,770.00",198.43379,0.1588270808,"34,520.63",0.55%
Karnataka,2008,Wind,"1,714.47","1,011.40",0.00,195.7155251,0.1935095166,"-1,011.40",0.00%
Andhra Pradesh,2017,Biomass,519.97,0.00,0.00,59.35776256,0,0,0.00%
Andhra Pradesh,2019,Biomass,514.31,0.00,0.00,58.71107306,0,0,0.00%
Madhya Pradesh,2016,Wind,"1,606.24","2,141.09","10,483.87",183.3605023,0.08563885791,"8,342.78",1.75%
Karnataka,2018,Small Hydro,"1,604.41","1,230.73","3,726.00",183.1518265,0.1488156025,"2,495.27",4.92%
Himachal Pradesh,2014,Small Hydro,"1,547.74",638.91,0.00,176.6827626,0.2765377949,-638.91,0.00%
Andhra Pradesh,2018,Biomass,395.51,0.00,0.00,45.14954338,0,0,0.00%
Punjab,2019,Solar,"1,498.61",905.62,"2,810.00",171.0736301,0.1889022218,"1,904.38",6.09%
Gujarat,2016,Solar,"1,497.60","1,119.17",0.00,170.9589041,0.1527546716,"-1,119.17",0.00%
Uttar Pradesh,2020,Solar,"1,483.55","1,095.10","22,830.00",169.3549087,0.154647894,"21,734.90",0.74%
Karnataka,2016,Small Hydro,"1,483.48","1,217.73",0.00,169.3466895,0.1390675187,"-1,217.73",0.00%
Andhra Pradesh,2015,Wind,"1,456.55","1,031.30",0.00,166.2723744,0.1612260006,"-1,031.30",0.00%
Madhya Pradesh,2017,Solar,"1,448.37",857.04,"61,660.00",165.3390411,0.1929186982,"60,802.96",0.27%
Andhra Pradesh,2020,Biomass,205.96,0.00,0.00,23.51130137,0,0,0.00%
Andhra Pradesh,2015,Biomass,0.00,378.20,300.00,0,0,-78.20,0.00%
Andhra Pradesh,2017,Biomass,0.00,378.20,300.00,0,0,-78.20,0.00%
Andhra Pradesh,2019,Biomass,0.00,378.20,300.00,0,0,-78.20,0.00%
Andhra Pradesh,2020,Biomass,0.00,477.18,300.00,0,0,-177.18,0.00%
Punjab,2018,Solar,"1,433.13",905.62,"2,810.00",163.5993151,0.1806489643,"1,904.38",5.82%
Himachal Pradesh,2013,Small Hydro,"1,424.18",587.91,0.00,162.5778539,0.2765376275,-587.91,0.00%
Andhra Pradesh,2018,Biomass,0.00,378.20,250.00,0,0,-128.20,0.00%
Andhra Pradesh,2008,Biomass,0.00,334.25,0.00,0,0,-334.25,0.00%
Andhra Pradesh,2009,Biomass,0.00,343.55,0.00,0,0,-343.55,0.00%
Punjab,2020,Solar,"1,377.23",947.10,"2,810.00",157.2181507,0.1659995256,"1,862.90",5.59%
Karnataka,2015,Small Hydro,"1,376.27","1,129.73","4,141.00",157.10879,0.1390675559,"3,011.27",3.79%
Telangana,2017,Solar,"1,360.12","1,286.98","20,410.00",155.2643836,0.1206424215,"19,123.02",0.76%
Gujarat,2015,Solar,"1,338.20","1,000.05","35,770.00",152.7626712,0.1527550335,"34,769.95",0.43%
Andhra Pradesh,2010,Biomass,0.00,363.25,0.00,0,0,-363.25,0.00%
Rajasthan,2015,Solar,"1,317.55",942.10,"142,310.00",150.4046804,0.159648318,"141,367.90",0.11%
Andhra Pradesh,2011,Biomass,0.00,363.25,0.00,0,0,-363.25,0.00%
Andhra Pradesh,2012,Biomass,0.00,363.25,0.00,0,0,-363.25,0.00%
Karnataka,2017,Small Hydro,"1,294.25","1,225.73","4,141.00",147.7454338,0.1205366874,"2,915.27",3.57%
Rajasthan,2010,Wind,"1,286.80","1,088.30",0.00,146.8953196,0.1349768627,"-1,088.30",0.00%
Andhra Pradesh,2013,Biomass,0.00,380.75,0.00,0,0,-380.75,0.00%
Andhra Pradesh,2014,Biomass,0.00,380.75,0.00,0,0,-380.75,0.00%
Himachal Pradesh,2012,Small Hydro,"1,278.24",527.66,0.00,145.9179224,0.276537775,-527.66,0.00%
Karnataka,2014,Small Hydro,"1,256.80","1,031.66",0.00,143.4704338,0.139067555,"-1,031.66",0.00%
Uttar Pradesh,2019,Solar,"1,248.20",960.10,"22,830.00",142.4888128,0.1484103872,"21,869.90",0.62%
Andhra Pradesh,2016,Biomass,0.00,378.20,0.00,0,0,-378.20,0.00%
Gujarat,2014,Solar,"1,226.27",916.40,0.00,139.9847032,0.1527550231,-916.40,0.00%
Arunachal Pradesh,2018,Biomass,0.00,0.00,9.00,0,0,9.00,0.00%
Arunachal Pradesh,2015,Biomass,0.00,0.00,8.00,0,0,8.00,0.00%
Madhya Pradesh,2016,Solar,"1,186.28",776.37,0.00,135.419863,0.1744269653,-776.37,0.00%
Karnataka,2013,Small Hydro,"1,174.08",963.76,0.00,134.0273973,0.1390674809,-963.76,0.00%
Gujarat,2013,Solar,"1,147.99",857.90,0.00,131.0486301,0.1527551348,-857.90,0.00%
Arunachal Pradesh,2017,Biomass,0.00,0.00,8.00,0,0,8.00,0.00%
Arunachal Pradesh,2019,Biomass,0.00,0.00,8.00,0,0,8.00,0.00%
Arunachal Pradesh,2020,Biomass,0.00,0.00,8.00,0,0,8.00,0.00%
Arunachal Pradesh,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2018,Solar,"1,101.83","1,239.18",64.00,125.7791096,0.101501888,"-1,175.18",196.53%
Arunachal Pradesh,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Karnataka,2012,Small Hydro,"1,075.03",882.45,0.00,122.7200913,0.1390674727,-882.45,0.00%
Arunachal Pradesh,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andhra Pradesh,2014,Wind,"1,055.02",746.20,0.00,120.4357306,0.1613987277,-746.20,0.00%
Rajasthan,2014,Solar,"1,021.04",730.10,0.00,116.5574201,0.1596458295,-730.10,0.00%
Arunachal Pradesh,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2016,Small Hydro,992.65,73.50,0.00,113.3158676,1.541712484,-73.50,0.00%
Haryana,2015,Small Hydro,965.64,71.50,110.00,110.2324201,1.541712169,38.50,100.21%
Karnataka,2011,Small Hydro,954.30,783.35,0.00,108.9385845,0.1390675745,-783.35,0.00%
Himachal Pradesh,2011,Small Hydro,953.17,393.47,0.00,108.8092466,0.2765375926,-393.47,0.00%
Haryana,2010,Small Hydro,946.73,70.10,0.00,108.0740868,1.541713078,-70.10,0.00%
Haryana,2011,Small Hydro,946.73,70.10,0.00,108.0740868,1.541713078,-70.10,0.00%
Haryana,2012,Small Hydro,946.73,70.10,0.00,108.0740868,1.541713078,-70.10,0.00%
Haryana,2013,Small Hydro,946.73,70.10,0.00,108.0740868,1.541713078,-70.10,0.00%
Haryana,2014,Small Hydro,946.73,70.10,0.00,108.0740868,1.541713078,-70.10,0.00%
Arunachal Pradesh,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2017,Solar,909.85,793.95,"2,810.00",103.8641553,0.1308195167,"2,016.05",3.70%
Arunachal Pradesh,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2009,Wind,879.02,738.40,0.00,100.3452055,0.135895457,-738.40,0.00%
Madhya Pradesh,2015,Solar,853.50,558.58,"61,660.00",97.43139269,0.1744269267,"61,101.42",0.16%
Uttarakhand,2017,Small Hydro,850.50,209.32,"1,708.00",97.0890411,0.4638306951,"1,498.68",5.68%
Haryana,2008,Small Hydro,846.79,62.70,0.00,96.66541096,1.541713093,-62.70,0.00%
Haryana,2009,Small Hydro,846.79,62.70,0.00,96.66541096,1.541713093,-62.70,0.00%
Arunachal Pradesh,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Gujarat,2012,Solar,809.42,604.89,0.00,92.4,0.1527550464,-604.89,0.00%
Himachal Pradesh,2010,Small Hydro,800.19,330.32,0.00,91.34589041,0.2765375709,-330.32,0.00%
Assam,2018,Biomass,0.00,0.00,279.00,0,0,279.00,0.00%
Karnataka,2010,Small Hydro,780.22,640.45,0.00,89.06575342,0.1390674579,-640.45,0.00%
Rajasthan,2013,Solar,773.23,552.90,0.00,88.26815068,0.1596457781,-552.90,0.00%
Maharashtra,2019,Small Hydro,759.07,375.57,794.00,86.65182648,0.2307208416,418.43,10.91%
Uttarakhand,2018,Small Hydro,749.61,214.32,"1,664.00",85.57191781,0.399271733,"1,449.68",5.14%
Assam,2015,Biomass,0.00,0.00,212.00,0,0,212.00,0.00%
Uttarakhand,2020,Small Hydro,742.19,214.32,"1,664.31",84.72442922,0.3953174189,"1,449.99",5.09%
Assam,2017,Biomass,0.00,0.00,212.00,0,0,212.00,0.00%
Punjab,2020,Small Hydro,712.77,173.55,578.00,81.36621005,0.4688343996,404.45,14.08%
Assam,2019,Biomass,0.00,0.00,212.00,0,0,212.00,0.00%
Assam,2020,Biomass,0.00,0.00,212.00,0,0,212.00,0.00%
Assam,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2020,Small Hydro,695.56,379.58,786.00,79.40148402,0.2091852309,406.43,10.10%
Assam,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Karnataka,2009,Small Hydro,686.41,563.45,0.00,78.3576484,0.1390676163,-563.45,0.00%
Uttar Pradesh,2018,Solar,683.50,694.41,"22,830.00",78.02545662,0.1123622307,"22,135.59",0.34%
Assam,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2019,Small Hydro,676.79,214.32,"1,708.00",77.25924658,0.360485473,"1,493.68",4.52%
Madhya Pradesh,2015,Wind,668.94,879.69,0.00,76.36255708,0.0868062125,-879.69,0.00%
Assam,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2016,Solar,638.79,385.76,0.00,72.92123288,0.1890346045,-385.76,0.00%
Andhra Pradesh,2013,Wind,633.90,447.65,0.00,72.36278539,0.1616503639,-447.65,0.00%
Assam,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2008,Wind,629.61,538.80,0.00,71.87271689,0.1333940551,-538.80,0.00%
Maharashtra,2018,Small Hydro,627.12,373.18,786.00,71.5890411,0.1918351495,412.82,9.11%
Assam,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Kerala,2018,Small Hydro,620.52,219.02,647.00,70.83561644,0.3234207672,427.98,10.95%
Assam,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2018,Biomass,0.00,0.00,646.00,0,0,646.00,0.00%
Maharashtra,2017,Small Hydro,609.58,346.18,794.00,69.58630137,0.2010148086,447.83,8.76%
Uttarakhand,2016,Small Hydro,605.69,209.33,0.00,69.14246575,0.3303036629,-209.33,0.00%
Uttarakhand,2015,Small Hydro,605.66,209.32,"1,708.00",69.13915525,0.3303036272,"1,498.68",4.05%
Bihar,2015,Biomass,0.00,0.00,619.00,0,0,619.00,0.00%
Bihar,2017,Biomass,0.00,0.00,619.00,0,0,619.00,0.00%
Bihar,2019,Biomass,0.00,0.00,619.00,0,0,619.00,0.00%
Maharashtra,2015,Solar,597.38,360.75,"64,320.00",68.19372146,0.1890331849,"63,959.25",0.11%
Bihar,2020,Biomass,0.00,0.00,619.00,0,0,619.00,0.00%
Maharashtra,2017,Solar,577.86,452.37,"64,320.00",65.96518265,0.1458213026,"63,867.63",0.10%
Karnataka,2008,Small Hydro,565.26,464.00,0.00,64.52728311,0.1390674205,-464.00,0.00%
Maharashtra,2016,Small Hydro,562.77,339.88,0.00,64.24257991,0.1890182564,-339.88,0.00%
Himachal Pradesh,2009,Small Hydro,559.40,230.92,0.00,63.85810502,0.2765377837,-230.92,0.00%
Maharashtra,2015,Small Hydro,555.40,335.43,794.00,63.40148402,0.1890155443,458.57,7.99%
Kerala,2019,Small Hydro,551.55,222.02,704.00,62.9619863,0.2835870025,481.98,8.94%
Bihar,2019,Biomass,268.23,0.00,0.00,30.61974886,0,0,0.00%
Bihar,2020,Biomass,179.54,0.00,0.00,20.49509132,0,0,0.00%
Maharashtra,2014,Small Hydro,542.15,327.43,0.00,61.88938356,0.1890156173,-327.43,0.00%
Madhya Pradesh,2014,Solar,530.47,347.17,0.00,60.55582192,0.1744270009,-347.17,0.00%
Kerala,2020,Small Hydro,530.37,222.02,647.00,60.54406393,0.2726964414,424.98,9.36%
Bihar,2017,Biomass,161.38,0.00,0.00,18.42271689,0,0,0.00%
