Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Mizoram,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",NER,Capacity,SMALL HYDRO,,,,30.67
India,Nagaland,"Financial Year (Apr - Mar), 2018",NER,Capacity,SOLAR,,,,1
India,Nagaland,"Financial Year (Apr - Mar), 2018",NER,Potential,BIOMASS,RENEWABLE,,,10
India,Nagaland,"Financial Year (Apr - Mar), 2018",NER,Potential,SMALL HYDRO,RENEWABLE,,,182
India,Nagaland,"Financial Year (Apr - Mar), 2018",NER,Potential,SOLAR,RENEWABLE,,,7290
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,274.39
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,91
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Capacity,COGENERATION-BAGASSE,,,,50.4
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Capacity,SMALL HYDRO,,,,64.63
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Capacity,SOLAR,,,,79.57
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Potential,BIOMASS,RENEWABLE,,,433
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Potential,SMALL HYDRO,RENEWABLE,,,286
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Potential,SOLAR,RENEWABLE,,,25780
India,Odisha,"Financial Year (Apr - Mar), 2018",ER,Potential,WASTE,RENEWABLE,,,22
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,47.22
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,32111.618
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,26757.7
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10891.81
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,2840.33
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,204.573
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,6022.99
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1264.679
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,265.57
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,4.392
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,218.95
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,4.804
India,Odisha,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,0.16
India,Puducherry,"Financial Year (Apr - Mar), 2018",SR,Potential,WASTE,RENEWABLE,,,1022
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2.781
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11.561
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,109.689
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,226.45
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.17
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Puducherry,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Capacity,COGENERATION-BAGASSE,,,,194
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Capacity,SMALL HYDRO,,,,173.55
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Capacity,SOLAR,,,,905.62
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Capacity,WASTE,,,,9.25
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Potential,BIOMASS,RENEWABLE,,,3178
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,160
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Potential,SMALL HYDRO,RENEWABLE,,,578
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Potential,SOLAR,RENEWABLE,,,2810
India,Punjab,"Financial Year (Apr - Mar), 2018",NR,Potential,WASTE,RENEWABLE,,,45
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,694.18
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2146.471
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,19207.86
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,5520.19
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,383.453
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1002.31
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3721.99
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,439.273
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,217.62
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.06
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1432.07
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Punjab,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Capacity,COGENERATION-BAGASSE,,,,119.3
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Capacity,SMALL HYDRO,,,,23.85
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Capacity,SOLAR,,,,2332.77
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Capacity,WIND,,,,4297.72
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Potential,BIOMASS,RENEWABLE,,,1122
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,10
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Potential,SMALL HYDRO,RENEWABLE,,,52
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Potential,SOLAR,RENEWABLE,,,142310
India,Rajasthan,"Financial Year (Apr - Mar), 2018",NR,Potential,WASTE,RENEWABLE,,,62
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,340.84
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,10304.318
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,1648.81
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,11923.1
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,26499.03
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,611.517
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,819.53
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,356.332
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,450.94
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1696.4
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,8605.8
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,8.69
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,8.054
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,3925.33
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,70.013
India,Rajasthan,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,5752.9
India,Sikkim,"Financial Year (Apr - Mar), 2018",ER,Capacity,SMALL HYDRO,,,,52.11
India,Sikkim,"Financial Year (Apr - Mar), 2018",ER,Capacity,SOLAR,,,,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",ER,Potential,BIOMASS,RENEWABLE,,,2
India,Sikkim,"Financial Year (Apr - Mar), 2018",ER,Potential,SMALL HYDRO,RENEWABLE,,,267
India,Sikkim,"Financial Year (Apr - Mar), 2018",ER,Potential,SOLAR,RENEWABLE,,,4940
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,3164.69
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1293.97
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4429.33
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,30.54
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Capacity,COGENERATION-BAGASSE,,,,926
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Capacity,SMALL HYDRO,,,,123.05
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,1908.57
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Capacity,WASTE,,,,6.4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Capacity,WIND,,,,8201.39
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Potential,BIOMASS,RENEWABLE,,,1164
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,700
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Potential,SMALL HYDRO,RENEWABLE,,,604
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Potential,SOLAR,RENEWABLE,,,17670
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",SR,Potential,WASTE,RENEWABLE,,,151
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,729.73
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,7815.302
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,31479.89
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10655.8
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,22868.56
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,611.146
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2919.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,NAPHTHA,NON-RENEWABLE,UTILITY,STATE,6.12
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,679.689
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,851.58
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1910.47
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,11694.28
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,186.14
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,36.833
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2906.01
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,1068.04
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,12358
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Capacity,COGENERATION-BAGASSE,,,,158.1
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Capacity,SMALL HYDRO,,,,90.87
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Capacity,SOLAR,,,,3291.25
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Capacity,WASTE,,,,18.5
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Capacity,WIND,,,,100.8
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,100
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Potential,SMALL HYDRO,RENEWABLE,,,102
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Potential,SOLAR,RENEWABLE,,,20410
India,Telangana,"Financial Year (Apr - Mar), 2018",SR,Potential,WASTE,RENEWABLE,,,2
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,289.5
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4156.718
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,18867.65
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,28444.57
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,118.559
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1491.98
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,82.43
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,51.27
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,5.54
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,4029.43
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Telangana,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,195.29
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",WR,Capacity,SOLAR,,,,16.07
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.788
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,29.786
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,23.77
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Capacity,SMALL HYDRO,,,,16.01
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Capacity,SOLAR,,,,5.09
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Potential,BIOMASS,RENEWABLE,,,3
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Potential,SMALL HYDRO,RENEWABLE,,,47
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Potential,SOLAR,RENEWABLE,,,2080
India,Tripura,"Financial Year (Apr - Mar), 2018",NER,Potential,WASTE,RENEWABLE,,,176
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,5412.96
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,586.31
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,44.46
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,6.71
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tripura,"Financial Year (Apr - Mar), 2018",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Capacity,COGENERATION-BAGASSE,,,,1957.5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Capacity,SMALL HYDRO,,,,25.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Capacity,SOLAR,,,,694.41
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Potential,BIOMASS,RENEWABLE,,,1765
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,2000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Potential,SMALL HYDRO,RENEWABLE,,,461
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Potential,SOLAR,RENEWABLE,,,22830
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",NR,Potential,WASTE,RENEWABLE,,,5
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3939.09
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8980.183
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,58624.44
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,31241.28
